Name,LastSeen,FirstSeen,NetLastSeen,NetFirstSeen,IpAddress,MacAddress,IsOnline,SerialNumber,HardwareMACAddress,AirWatchID,MerakiID,BatteryLevel,SpaceInternalRemaining,SpaceInternalTotal,IsPosi2_6_0Installed,IsMACRandomizationDisableInstalled
OBS0455POS Android 13.0 10.4.55.111,8/6/2024 16:12,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.4.55.111,F40228DA02F4,FALSE,R52RC05CW7H,,6805,,1,45834,52889,FALSE,FALSE
OBS3922POS Android 13.0 10.39.22.114,10/7/2024 19:03,1/1/0001 12:00:00 AM,10/7/2024 19:03,2/28/2024 21:05,10.39.22.114,F40228DA0C08,FALSE,R52RC01PQPF,F40228DA0C08,7519,k69eab9,6,45335,52889,FALSE,FALSE
OBS2019POS Android 13.0 10.20.19.113,2/2/2024 23:59,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.20.19.113,F40228867D74,FALSE,R52R80HBWEA,,7578,,48,45837,52889,FALSE,FALSE
OBS2019POS Android 13.0 10.20.19.110,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/30/2024 23:43,10.20.19.110,F402286D1FC5,TRUE,R52R80G698Z,F402286D1FC5,7581,k5664b6,100,45691,52889,FALSE,FALSE
OBS2019POS Android 13.0 10.20.19.116,8/26/2024 22:18,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.20.19.116,F402286D21C2,FALSE,R52R80H8RBJ,,7583,,72,45369,52889,FALSE,FALSE
OBS2019POS Android 13.0 10.20.19.117,10/7/2024 20:02,1/1/0001 12:00:00 AM,10/7/2024 20:33,2/1/2024 21:14,10.20.19.117,F40228867BD1,TRUE,R52R80HBHKW,F40228867BD1,7584,k46d1c8,100,45523,52889,FALSE,FALSE
OBS2019POS Android 13.0 10.20.19.120,10/7/2024 19:20,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/30/2024 20:51,10.20.19.120,F402286D2089,TRUE,R52R80H8LKW,F402286D2089,7586,ka91fb8,100,45452,52889,FALSE,FALSE
OBS2019POS Android 13.0 10.20.19.119,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:33,2/3/2024 22:03,10.20.19.119,F402286D21D1,TRUE,R52R80H86FW,F402286D21D1,7588,k2f98db,95,45537,52889,FALSE,FALSE
OBS2331POS Android 13.0 10.23.31.111,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:31,2/22/2024 0:36,10.23.31.111,F4022882FCBD,TRUE,R52R80H8GLH,F4022882FCBD,7596,kce98c5,97,45579,52889,FALSE,FALSE
OBS2331POS Android 13.0 10.23.31.115,10/7/2024 19:58,1/1/0001 12:00:00 AM,10/7/2024 20:31,2/21/2024 16:28,10.23.31.115,F40228867360,TRUE,R52R80HB9XA,F40228867360,7598,kf10253,100,45410,52889,FALSE,FALSE
OBS2331POS Android 13.0 10.23.31.119,10/2/2024 2:18,1/1/0001 12:00:00 AM,10/2/2024 2:20,2/21/2024 22:06,10.23.31.119,F402286D3607,FALSE,R52R80HC1VA,F402286D3607,7600,kac7be9,1,45549,52889,FALSE,FALSE
OBS2331POS Android 13.0 10.23.31.118,9/12/2024 22:21,1/1/0001 12:00:00 AM,9/12/2024 22:57,2/22/2024 1:39,10.23.31.118,F40228867B80,FALSE,R52R80HBVRR,F40228867B80,7601,k106778,100,45215,52889,FALSE,FALSE
OBS2331POS Android 13.0 10.23.31.117,10/7/2024 20:03,1/1/0001 12:00:00 AM,10/7/2024 20:31,2/22/2024 7:20,10.23.31.117,F4022886752F,TRUE,R52R80HBV9Y,F4022886752F,7602,kee703f,100,45503,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.111,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/6/2024 12:46,10.43.50.111,F4022882FF08,TRUE,R52R80H8V3M,F4022882FF08,7605,kde2103,100,45610,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.117,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/7/2024 5:02,10.43.50.117,F402286D3ADA,TRUE,R52R80H7VXF,F402286D3ADA,7606,k96d428,100,45600,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.110,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/7/2024 1:10,10.43.50.110,F40228815060,TRUE,R52R80FA50E,F40228815060,7607,kb22c33,100,45473,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.121,10/6/2024 20:09,1/1/0001 12:00:00 AM,9/24/2024 23:05,3/7/2024 6:20,10.43.50.121,F402286D35C1,FALSE,R52R80H82YF,F402286D35C1,7608,k4bf911,100,45737,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.116,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/6/2024 13:04,10.43.50.116,F402286D1F2F,TRUE,R52R80H57LR,F402286D1F2F,7609,k759419,100,45796,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.118,10/7/2024 19:53,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/8/2024 22:01,10.43.50.118,F402286D35F0,TRUE,R52R80H856H,F402286D35F0,7610,kb88936,100,45607,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.113,10/7/2024 19:54,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/6/2024 16:03,10.43.50.113,F402288300C6,TRUE,R52R80H5S1R,F402288300C6,7611,kbd99de,100,45400,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.114,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/7/2024 9:20,10.43.50.114,F402286D39DD,TRUE,R52R80H826X,F402286D39DD,7612,k3adbfe,100,45284,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.116,10/7/2024 19:55,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/7/2024 16:23,10.47.58.116,F40228867CEA,TRUE,R52R80HBK4M,F40228867CEA,7613,kf00943,68,45585,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.111,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/7/2024 23:56,10.47.58.111,F402286D3A32,TRUE,R52R80HB9HX,F402286D3A32,7614,k371fe9,100,45475,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.120,10/7/2024 19:47,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/8/2024 12:12,10.47.58.120,F40228867CE6,TRUE,R52R80HCBPW,F40228867CE6,7617,kfc9227,99,45680,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.121,10/7/2024 20:13,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/7/2024 13:36,10.47.58.121,F40228867D06,TRUE,R52R80HC3RE,F40228867D06,7618,k4c7582,100,45528,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.112,10/7/2024 19:55,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/21/2024 15:21,10.47.58.112,F40228867CD4,TRUE,R52R80HCC7W,F40228867CD4,7620,k4cc4d9,30,45408,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.115,10/6/2024 19:08,1/1/0001 12:00:00 AM,10/7/2024 19:48,2/8/2024 6:38,10.47.58.115,F40228867D68,FALSE,R52R80HC3QT,F40228867D68,7622,k67131f,19,45295,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.114,10/7/2024 19:49,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/8/2024 8:34,10.47.58.114,F402288678F4,TRUE,R52R80HBKHR,F402288678F4,7623,k4b5390,100,46092,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.118,10/7/2024 19:34,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.47.58.118,F40228867392,FALSE,R52R80HC1ZD,,7624,,92,45388,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.113,10/7/2024 0:30,1/1/0001 12:00:00 AM,10/7/2024 0:42,2/7/2024 21:32,10.47.58.113,F402288672DD,FALSE,R52R80HBY7X,F402288672DD,7625,k1bc822,64,46965,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.117,10/7/2024 20:13,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/7/2024 20:25,10.47.58.117,F40228867CE8,TRUE,R52R80HCBKJ,F40228867CE8,7626,k72322d,99,46969,52889,FALSE,FALSE
OBS4758POS Android 13.0 10.47.58.119,10/7/2024 20:14,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/14/2024 17:12,10.47.58.119,F402286D38D7,TRUE,R52R80HBEQY,F402286D38D7,7627,ka9ccf4,68,47083,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.112,10/7/2024 19:54,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/1/2024 3:32,10.44.29.112,F402286D2149,TRUE,R52R80HBXXK,F402286D2149,7630,k3a4efd,100,45460,52889,FALSE,FALSE
OBS4467POS Android 13.0 10.44.67.115,10/7/2024 2:47,1/1/0001 12:00:00 AM,10/7/2024 2:48,2/29/2024 22:23,10.44.67.115,F40228867D33,FALSE,R52R80G6EAP,F40228867D33,7631,kbb7379,93,45737,52889,FALSE,FALSE
OBS4467POS Android 13.0 10.44.67.110,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/28/2024 22:38,10.44.67.110,F4022882FB91,TRUE,R52R80FADKV,F4022882FB91,7632,k2ecb3b,53,45814,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.119,10/7/2024 19:59,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/7/2024 9:33,10.43.50.119,F4022882FF10,TRUE,R52R80H6BMA,F4022882FF10,7633,kc717cb,99,45435,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.115,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/6/2024 20:38,10.43.50.115,F402286D3860,TRUE,R52R80HB8XW,F402286D3860,7634,kd0118f,100,45646,52889,FALSE,FALSE
OBS4350POS Android 13.0 10.43.50.120,10/7/2024 19:50,1/1/0001 12:00:00 AM,10/7/2024 20:32,3/6/2024 20:29,10.43.50.120,F402288350D6,TRUE,R52R80H6MYJ,F402288350D6,7635,kbbb5f1,100,45569,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.111,10/7/2024 19:46,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/28/2024 14:15,10.44.29.111,F40228867500,TRUE,R52R80HC20L,F40228867500,7636,k827b62,100,45408,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.113,10/7/2024 20:19,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/1/2024 21:21,10.44.29.113,F402286D2222,TRUE,R52R80HBMQZ,F402286D2222,7639,k3f1cd8,91,45397,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.115,10/6/2024 20:52,1/1/0001 12:00:00 AM,10/6/2024 21:34,2/29/2024 0:04,10.44.29.115,F40228867D4C,FALSE,R52R80HB46E,F40228867D4C,7640,k40d323,100,45461,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.121,12/16/2023 21:15,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.10.36.121,F402286D216F,FALSE,R52R80H8CBA,,7643,,100,45628,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.117,10/6/2024 22:49,1/1/0001 12:00:00 AM,10/6/2024 23:43,2/1/2024 23:09,10.10.36.117,F4022884684F,FALSE,R52R80H8CHX,F4022884684F,7644,kded792,99,45614,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.119,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:29,1/31/2024 22:55,10.10.36.119,F40228830044,TRUE,R52R80H8EBK,F40228830044,7645,k33425e,100,45275,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.120,10/7/2024 20:14,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.10.36.120,F402286D2269,FALSE,R52R80H8XAP,,7647,,100,45486,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.116,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:29,1/31/2024 19:10,10.10.36.116,F402284C4889,TRUE,R52R80H8EAF,F402284C4889,7648,kc93ae7,100,45353,52889,FALSE,FALSE
OBS4726POS Android 13.0 10.47.26.120,9/14/2024 5:17,1/1/0001 12:00:00 AM,9/14/2024 5:34,3/1/2024 23:42,10.47.26.120,F402286D1FDF,FALSE,R52R80H8BNR,F402286D1FDF,7649,kcd6910,5,45221,52889,FALSE,FALSE
OBS2612POS Android 13.0 10.26.12.121,10/7/2024 19:39,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 14:36,10.26.12.121,F402286D389F,TRUE,R52R80HBXKP,F402286D389F,7650,k27513b,100,45596,52889,FALSE,FALSE
OBS2612POS Android 13.0 10.26.12.120,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 22:42,10.26.12.120,F402288673AE,TRUE,R52R80HC13K,F402288673AE,7654,kf532c0,100,46961,52889,FALSE,FALSE
OBS2612POS Android 13.0 10.26.12.110,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/29/2024 13:25,10.26.12.110,F402286D35B6,TRUE,R52R80HC1QZ,F402286D35B6,7657,kb8b4f3,100,45272,52889,FALSE,FALSE
OBS2612POS Android 13.0 10.26.12.113,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 8:45,10.26.12.113,F4022886734E,TRUE,R52R80HBBRN,F4022886734E,7659,k5c14b9,100,45487,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.112,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/1/2024 18:44,10.10.36.112,F40228846769,TRUE,R52R80H8EXK,F40228846769,7662,kfc11e8,100,45482,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.118,9/29/2024 3:01,1/1/0001 12:00:00 AM,9/29/2024 3:40,1/31/2024 17:43,10.10.36.118,F40228867BEE,FALSE,R52R80HC1EV,F40228867BEE,7663,k3b01e5,100,45321,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.110,10/7/2024 19:43,1/1/0001 12:00:00 AM,10/7/2024 20:28,1/31/2024 13:16,10.10.36.110,F40228867CFE,TRUE,R52R80HBBWF,F40228867CFE,7664,ke5a4ef,100,45230,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.113,10/7/2024 2:57,1/1/0001 12:00:00 AM,10/7/2024 3:01,2/2/2024 21:09,10.10.36.113,F40228830031,FALSE,R52R80H8FKJ,F40228830031,7666,k4234d2,72,45520,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.118,10/7/2024 19:33,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/29/2024 6:27,10.44.29.118,F40228867601,TRUE,R52R80HBBST,F40228867601,7667,ka83906,100,45504,52889,FALSE,FALSE
OBS1036POS Android 13.0 10.10.36.114,10/7/2024 19:31,1/1/0001 12:00:00 AM,10/7/2024 20:29,1/31/2024 18:47,10.10.36.114,F4022882B60A,TRUE,R52R80H8AVD,F4022882B60A,7669,k4bf4af,100,45341,52889,FALSE,FALSE
OBS3657POS Android 13.0 10.36.57.115,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:29,1/30/2024 16:25,10.36.57.115,F402286D227E,TRUE,R52R80HBG6F,F402286D227E,7681,ka42cbb,100,45558,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.119,10/7/2024 20:14,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/28/2024 18:50,10.44.29.119,F40228867363,TRUE,R52R80HCC6P,F40228867363,7682,kb2248a,100,45427,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.121,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/28/2024 15:57,10.44.29.121,F40228867CF4,TRUE,R52R80HBE5Y,F40228867CF4,7683,k6f7239,100,45563,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.116,10/7/2024 19:28,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/29/2024 9:23,10.44.29.116,F402286D3A3D,TRUE,R52R80HC5HZ,F402286D3A3D,7684,k78a254,100,45523,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.120,10/7/2024 19:38,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/1/2024 22:43,10.21.39.120,F40228867345,TRUE,R52R80HBVKN,F40228867345,7685,k17dfd8,100,45494,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.119,9/29/2024 20:14,1/1/0001 12:00:00 AM,9/29/2024 20:15,2/29/2024 16:13,10.21.39.119,F402286D3B15,FALSE,R52R80HBDSW,F402286D3B15,7686,k4a38d0,4,45471,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.118,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/29/2024 17:06,10.21.39.118,F40228867316,TRUE,R52R80HC4DR,F40228867316,7687,kc35206,16,45203,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.115,10/7/2024 19:22,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/28/2024 14:47,10.21.39.115,F402286D20EB,TRUE,R52R80H8NVX,F402286D20EB,7689,k8ee241,100,45480,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.121,10/7/2024 12:02,1/1/0001 12:00:00 AM,10/7/2024 16:46,2/29/2024 11:02,10.21.39.121,F402288674AE,FALSE,R52R80HBAYY,F402288674AE,7690,k3a4cba,4,45136,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.114,10/6/2024 20:58,1/1/0001 12:00:00 AM,10/6/2024 21:42,2/28/2024 17:52,10.21.39.114,F402288674D4,FALSE,R52R80HCC4A,F402288674D4,7691,k04878b,45,45524,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.113,10/7/2024 19:37,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/29/2024 5:37,10.21.39.113,F40228834340,TRUE,R52R80HC5DB,F40228834340,7692,k9a071d,100,45121,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.112,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/28/2024 22:24,10.21.39.112,F402286D3839,TRUE,R52R80HBAXH,F402286D3839,7693,k8e4a87,100,45658,52889,FALSE,FALSE
OBS2139POS Android 13.0 10.21.39.111,10/7/2024 20:22,1/1/0001 12:00:00 AM,10/7/2024 20:28,3/29/2024 19:01,10.21.39.111,F40228867D09,TRUE,R52R80HC22T,F40228867D09,7694,k03c83f,100,45268,52889,FALSE,FALSE
OBS4429POS Android 13.0 10.44.29.110,10/7/2024 19:51,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.44.29.110,F40228867887,FALSE,R52R80HB8RY,,7697,,100,45626,52889,FALSE,FALSE
OBS2037POS Android 13.0 10.20.37.121,2/26/2024 3:47,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.20.37.121,F402286D389A,FALSE,R52R80HBNNE,,7699,,34,45572,52889,FALSE,FALSE
OBS2037POS Android 13.0 10.20.37.114,10/7/2024 20:07,1/1/0001 12:00:00 AM,10/7/2024 20:37,2/21/2024 22:07,10.20.37.114,F402286D3870,TRUE,R52R80HBWQE,F402286D3870,7700,kc1cafe,60,45294,52889,FALSE,FALSE
OBS2037POS Android 13.0 10.20.37.120,2/15/2024 3:52,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.20.37.120,F402286D361E,FALSE,R52R80HBPYH,,7701,,79,45322,52889,FALSE,FALSE
OBS2037POS Android 13.0 10.20.37.110,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:38,2/24/2024 14:27,10.20.37.110,F402286D3A82,TRUE,R52R80HB3WY,F402286D3A82,7703,k099297,100,45647,52889,FALSE,FALSE
OBS2037POS Android 13.0 10.20.37.111,10/7/2024 19:35,1/1/0001 12:00:00 AM,10/7/2024 20:38,2/21/2024 14:10,10.20.37.111,F402286D35C6,TRUE,R52R80HBX6N,F402286D35C6,7706,k0ca914,100,45642,52889,FALSE,FALSE
OBS3633POS Android 13.0 10.36.33.110,10/7/2024 19:31,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/22/2024 4:36,10.36.33.110,F402286D2189,TRUE,R52R80FBFBL,F402286D2189,7712,kb0de64,100,47063,52889,FALSE,FALSE
OBS3633POS Android 13.0 10.36.33.113,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/21/2024 21:45,10.36.33.113,F402286D2099,TRUE,R52R80H8NKH,F402286D2099,7713,kb8c4c8,100,45557,52889,FALSE,FALSE
OBS3633POS Android 13.0 10.36.33.114,10/7/2024 19:32,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 13:15,10.36.33.114,F402286D208A,TRUE,R52R80H5A8F,F402286D208A,7714,kea3961,100,45215,52889,FALSE,FALSE
OBS3633POS Android 13.0 10.36.33.115,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/22/2024 9:19,10.36.33.115,F40228867D6B,TRUE,R52R80HBV3B,F40228867D6B,7716,k2435c6,100,45263,52889,FALSE,FALSE
OBS3633POS Android 13.0 10.36.33.117,10/6/2024 1:56,1/1/0001 12:00:00 AM,10/6/2024 2:10,2/21/2024 17:55,10.36.33.117,F40228867BCC,FALSE,R52R80HBELK,F40228867BCC,7717,k9a8c6b,100,45553,52889,FALSE,FALSE
OBS3633POS Android 13.0 10.36.33.121,10/6/2024 0:18,1/1/0001 12:00:00 AM,10/6/2024 0:59,2/21/2024 21:07,10.36.33.121,F40228834D19,FALSE,R52R80HC2AY,F40228834D19,7719,k5aa0e1,100,45441,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.112,10/7/2024 20:13,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 8:02,10.33.6.112,F40228867DAF,TRUE,R52R80HCBVN,F40228867DAF,7720,kaad383,100,46728,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.121,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 2:35,10.33.6.121,F4022886787F,TRUE,R52R80HC8XA,F4022886787F,7724,k0c781f,98,46572,52889,FALSE,FALSE
OBS3633POS Android 13.0 10.36.33.118,10/7/2024 19:45,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/22/2024 0:08,10.36.33.118,F40228867CB2,TRUE,R52R80G5GVY,F40228867CB2,7725,k6f4ffc,100,45590,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.111,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/6/2024 15:40,10.33.6.111,F40228867470,TRUE,R52R80HB3TZ,F40228867470,7728,k2fa759,100,47078,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.116,10/7/2024 19:55,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 7:44,10.33.6.116,F4022886744F,TRUE,R52R80HC53M,F4022886744F,7729,k527774,100,46258,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.117,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/8/2024 16:01,10.33.6.117,F4022882FF15,TRUE,R52R80HB6HZ,F4022882FF15,7734,k027ca0,93,45154,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.118,9/30/2024 4:31,1/1/0001 12:00:00 AM,9/30/2024 4:49,3/6/2024 18:21,10.33.6.118,F40228867DC0,FALSE,R52R80HB99Y,F40228867DC0,7736,k40a8a9,9,45352,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.114,10/7/2024 19:56,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.33.6.114,F402288345BD,FALSE,R52R80HBP5T,,7737,,93,45387,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.115,10/7/2024 20:16,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/8/2024 23:13,10.33.6.115,F40228867DBC,TRUE,R52R80HBJ0A,F40228867DBC,7739,kf82e2a,100,45037,52889,FALSE,FALSE
OBS3306POS Android 13.0 10.33.6.119,10/7/2024 20:02,1/1/0001 12:00:00 AM,10/7/2024 20:29,3/7/2024 4:17,10.33.6.119,F402286D2036,TRUE,R52R80HB6EF,F402286D2036,7743,kd82f7b,100,45127,52889,FALSE,FALSE
OBS2037POS Android 13.0 10.20.37.116,10/7/2024 20:13,1/1/0001 12:00:00 AM,10/7/2024 20:37,2/22/2024 10:30,10.20.37.116,F402286D3A8C,TRUE,R52R80HB5JA,F402286D3A8C,7760,k87329d,100,45460,52889,FALSE,FALSE
OBS2037POS Android 13.0 10.20.37.117,10/7/2024 20:14,1/1/0001 12:00:00 AM,10/7/2024 20:38,2/21/2024 15:00,10.20.37.117,F40228834E8D,TRUE,R52R80HBPJW,F40228834E8D,7761,ka8b270,98,45628,52889,FALSE,FALSE
OBS4464POS Android 13.0 10.44.64.119,10/7/2024 19:31,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 17:37,10.44.64.119,F4022882FEAF,TRUE,R52R80FA6LN,F4022882FEAF,7774,kafe6d4,60,45656,52889,FALSE,FALSE
OBS3115POS Android 13.0 10.31.15.119,10/7/2024 19:39,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/22/2024 0:00,10.31.15.119,F40228815019,TRUE,R52R80FB4RH,F40228815019,7779,kcfc1db,100,45224,52889,FALSE,FALSE
OBS3115POS Android 13.0 10.31.15.117,10/7/2024 19:34,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/21/2024 18:46,10.31.15.117,F40228867B28,TRUE,R52R80HBPAR,F40228867B28,7780,k37dcce,1,45782,52889,FALSE,FALSE
OBS3115POS Android 13.0 10.31.15.116,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/22/2024 1:56,10.31.15.116,F402288673F1,TRUE,R52R80HC0MZ,F402288673F1,7781,k2d247a,41,45551,52889,FALSE,FALSE
OBS4110POS Android 13.0 10.41.10.119,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 21:08,10.41.10.119,F4022881508E,TRUE,R52R80FAG8D,F4022881508E,7782,k95aa40,100,46955,52889,FALSE,FALSE
OBS4110POS Android 13.0 10.41.10.111,10/7/2024 19:06,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.10.111,F402288466BE,FALSE,R52R80H5KHK,,7783,,100,47103,52889,FALSE,FALSE
OBS4110POS Android 13.0 10.41.10.113,2/14/2024 23:45,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.10.113,F40228867526,FALSE,R52R80H7Q8P,,7784,,21,46902,52889,FALSE,FALSE
OBS3115POS Android 13.0 10.31.15.114,10/7/2024 15:27,1/1/0001 12:00:00 AM,10/7/2024 15:32,2/22/2024 7:13,10.31.15.114,F402286D21C6,FALSE,R52R80H646X,F402286D21C6,7786,k7913ae,20,45458,52889,FALSE,FALSE
