Name,LastSeen,FirstSeen,NetLastSeen,NetFirstSeen,IpAddress,MacAddress,IsOnline,SerialNumber,HardwareMACAddress,AirWatchID,MerakiID,BatteryLevel,SpaceInternalRemaining,SpaceInternalTotal,IsPosi2_6_0Installed,IsMACRandomizationDisableInstalled
BFG8104POS Android 13.0 10.100.81.114,10/7/2024 20:07,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 13:03,10.100.81.114,40E99B189031,TRUE,R52T903RTQK,40E99B189031,21865,k2e6e38,100,105718,113905,FALSE,FALSE
BFG0305POS Android 13.0 10.3.5.112,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 12:04,10.3.5.112,F40228DA0BB0,TRUE,R52RC01Q0SX,F40228DA0BB0,21866,k90f405,100,47263,52889,FALSE,FALSE
BFG8104POS Android 13.0 10.100.81.113,10/7/2024 19:40,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.100.81.113,F40228867489,FALSE,R52R80HBDWX,,21867,,51,46990,52889,FALSE,FALSE
BFG8104POS Android 13.0 10.100.81.111,10/7/2024 19:38,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 13:37,10.100.81.111,F4022865B68A,TRUE,R52R70HXF8R,F4022865B68A,21868,k24a174,42,46835,52889,FALSE,FALSE
BFG8104POS Android 13.0 10.100.81.110,10/7/2024 19:47,1/1/0001 12:00:00 AM,10/7/2024 20:35,4/14/2024 16:09,10.100.81.110,F40228DA0CC5,TRUE,R52RC01PS5R,F40228DA0CC5,21869,k2efcf3,30,46775,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.116,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:33,3/13/2024 11:36,10.81.3.116,F40228DA03D7,TRUE,R52RC05CV0E,F40228DA03D7,21875,k3a21c5,100,45910,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.117,10/7/2024 19:45,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/17/2024 19:23,10.81.3.117,F40228DA04A9,TRUE,R52RC05CTZZ,F40228DA04A9,21876,kcfe252,100,46891,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.118,10/6/2024 17:37,1/1/0001 12:00:00 AM,10/6/2024 20:58,3/15/2024 19:56,10.81.3.118,F4022882FF36,FALSE,R52R80H8RFW,F4022882FF36,21879,k62ec99,3,46958,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.114,10/6/2024 22:42,1/1/0001 12:00:00 AM,10/6/2024 22:45,3/13/2024 15:53,10.81.3.114,F40228DA0BD9,FALSE,R52RC01Q1RA,F40228DA0BD9,21880,kfcc29d,47,46813,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.112,10/7/2024 11:34,1/1/0001 12:00:00 AM,10/7/2024 19:57,3/16/2024 0:53,10.81.3.112,F40228DA02E8,FALSE,R52RC05D14A,F40228DA02E8,21881,k5e3034,3,47389,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.120,10/3/2024 8:09,1/1/0001 12:00:00 AM,10/6/2024 20:58,3/13/2024 11:36,10.81.3.120,F402286D3AB8,FALSE,R52R80H7TFA,F402286D3AB8,21882,kb129d1,75,46005,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.113,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 13:58,10.81.3.113,F40228DA07AD,TRUE,R52RC01PTSW,F40228DA07AD,21883,k20cb5d,100,45927,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.119,10/7/2024 20:19,1/1/0001 12:00:00 AM,10/7/2024 20:33,3/13/2024 15:07,10.81.3.119,F40228FB7626,TRUE,R52T50AB2XP,F40228FB7626,21884,k07dc10,100,47095,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.116,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:59,10.81.5.116,F40228846734,TRUE,R52R80H8ZWZ,F40228846734,21885,ka63c3c,100,47059,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.121,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:45,10.81.3.121,F40228DA0CAF,TRUE,R52RC01PZXZ,F40228DA0CAF,21886,k01ecb2,83,46913,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.115,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 21:25,10.81.3.115,F40228DA07B1,TRUE,R52RC01PWVH,F40228DA07B1,21887,k3d8b49,100,45399,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.111,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:35,10.81.5.111,F40228DA0450,TRUE,R52RC05D4VK,F40228DA0450,21888,kbeef54,100,47357,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.112,10/5/2024 19:43,1/1/0001 12:00:00 AM,10/6/2024 1:41,3/13/2024 21:04,10.81.5.112,F40228F7BA66,FALSE,R52T508V9EW,F40228F7BA66,21890,k80ac6c,73,46547,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.120,10/7/2024 20:19,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.81.5.120,F40228FB508F,FALSE,R52T50ABYQN,,21891,,9,45761,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.117,10/7/2024 20:12,1/1/0001 12:00:00 AM,10/7/2024 20:35,4/14/2024 5:14,10.81.5.117,F40228FB366D,TRUE,R52T50ADPZE,F40228FB366D,21892,k8c0b4a,100,47006,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.121,10/7/2024 19:56,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 16:23,10.81.5.121,F40228FBA27A,TRUE,R52T50ABDXY,F40228FBA27A,21893,k23e21d,46,45929,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.118,9/8/2024 17:35,1/1/0001 12:00:00 AM,9/8/2024 17:36,3/13/2024 16:16,10.81.5.118,F40228FB76BA,FALSE,R52T50AC2JR,F40228FB76BA,21894,k167cea,4,45453,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.114,10/7/2024 19:52,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:37,10.81.5.114,F402284E1C69,TRUE,R52R80FA77B,F402284E1C69,21900,ke29366,100,45904,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.119,10/7/2024 20:22,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 14:21,10.81.5.119,F40228DA0C1F,TRUE,R52RC01PV2E,F40228DA0C1F,21901,k3f61cc,100,47297,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.110,10/7/2024 20:14,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 14:49,10.81.5.110,F40228FB42F3,TRUE,R52T508VVMV,F40228FB42F3,21902,k8f700e,100,45798,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.116,10/7/2024 19:32,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 15:49,10.3.7.116,F402286D226C,TRUE,R52R80H8BKB,F402286D226C,21910,k37cca5,85,46736,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.120,10/7/2024 20:18,1/1/0001 12:00:00 AM,9/22/2024 18:26,3/13/2024 13:10,10.3.7.120,F402286D386C,FALSE,R52R80HBMVA,F402286D386C,21911,kdc8aeb,100,46866,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.118,10/7/2024 19:45,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 11:46,10.3.7.118,F40228867D6D,TRUE,R52R80HBTAP,F40228867D6D,21914,ka27874,93,46584,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.117,10/7/2024 20:03,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 15:50,10.3.7.117,F402286D20F4,TRUE,R52R80H8ZZJ,F402286D20F4,21915,kd0848c,99,47034,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.119,10/7/2024 20:03,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:59,10.3.7.119,F4022886737D,TRUE,R52R80HBCFR,F4022886737D,21916,k2d5ff0,100,47157,52889,FALSE,FALSE
BFG8103POS Android 13.0 10.81.3.110,10/7/2024 20:12,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 16:17,10.81.3.110,F402286D3B13,TRUE,R52R80H838V,F402286D3B13,21917,kcc7562,100,46853,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.114,10/7/2024 20:01,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 11:35,10.3.7.114,F4022882B7C2,TRUE,R52R80H6MXY,F4022882B7C2,21919,kd04852,100,46975,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.111,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 11:35,10.3.7.111,F402284C4943,TRUE,R52R80DS1MM,F402284C4943,21920,kd0bd74,100,47038,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.117,10/7/2024 19:24,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.70.16.117,F40228867CCA,FALSE,R52R80HC3CH,,21921,,24,45575,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.118,10/7/2024 20:12,1/1/0001 12:00:00 AM,10/7/2024 20:18,3/13/2024 12:04,10.70.16.118,F40228834304,FALSE,R52R80G64KW,F40228834304,21922,k1801b6,3,46712,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.119,10/6/2024 13:04,1/1/0001 12:00:00 AM,10/6/2024 21:05,3/13/2024 11:39,10.70.16.119,F40228834241,FALSE,R52R80G68TJ,F40228834241,21923,k42db76,44,46973,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.121,10/3/2024 9:05,1/1/0001 12:00:00 AM,10/5/2024 21:22,3/13/2024 12:11,10.70.16.121,F4022884191D,FALSE,R52R80FA2ZK,F4022884191D,21924,k66475e,3,45605,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.120,10/7/2024 19:27,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/19/2024 22:03,10.70.16.120,F402286D224F,TRUE,R52R80H8VEF,F402286D224F,21925,k575c9c,25,45366,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.115,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 15:59,10.3.7.115,F4022882B6DE,TRUE,R52R80DS2TD,F4022882B6DE,21927,kd4c99a,100,47114,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.112,10/7/2024 20:08,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/14/2024 10:37,10.3.7.112,F4022884659F,TRUE,R52R80H89CE,F4022884659F,21928,k303f5c,100,47259,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.110,10/7/2024 19:31,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 11:35,10.3.7.110,F4022882B86F,TRUE,R52R80DQDQF,F4022882B86F,21929,kb5a5a7,100,47205,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.113,10/7/2024 20:16,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:36,10.70.16.113,F402284C1CEC,TRUE,R52R80FB4VA,F402284C1CEC,21930,k9a41ed,13,47088,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.112,10/7/2024 19:46,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:58,10.70.16.112,F40228815178,TRUE,R52R80FBLMP,F40228815178,21931,kb2db27,100,46973,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.114,10/7/2024 9:58,1/1/0001 12:00:00 AM,10/7/2024 9:59,3/13/2024 20:42,10.70.16.114,F40228DA03AB,FALSE,R52RC05CZ4Y,F40228DA03AB,21932,k82a746,3,46636,52889,FALSE,FALSE
BFG7016POS Android 13.0 10.70.16.111,8/29/2024 3:20,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.70.16.111,F4022882FC0B,FALSE,R52R80H900W,,21935,,3,46863,52889,FALSE,FALSE
BFG0307POS Android 13.0 10.3.7.113,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 11:44,10.3.7.113,F402286555F3,TRUE,R52R70HWD5V,F402286555F3,21936,kdb91bd,72,47042,52889,FALSE,FALSE
BFG8105POS Android 13.0 10.81.5.115,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 14:29,10.81.5.115,F40228834384,TRUE,R52R80G642V,F40228834384,21937,k14e158,100,46717,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.121,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:59,10.70.19.121,F402286D2275,TRUE,R52R80H8TAB,F402286D2275,21938,kefe7da,98,46663,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.118,10/7/2024 19:54,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:38,10.70.19.118,F40228867D07,TRUE,R52R80HB5DR,F40228867D07,21939,k8d6835,100,46215,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.120,10/7/2024 19:42,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 14:52,10.70.19.120,F402288467A3,TRUE,R52R80H8P3H,F402288467A3,21940,kfc57a7,100,47027,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.116,10/7/2024 19:50,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 12:04,10.70.19.116,F40228867342,TRUE,R52R80HBSLZ,F40228867342,21941,k508fdd,100,47273,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.119,10/7/2024 20:03,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.70.19.119,F40228867502,FALSE,R52R80HB60Y,,21943,,36,47176,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.114,10/7/2024 20:04,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 21:08,10.70.19.114,F402288150E4,TRUE,R52R80FA4RA,F402288150E4,21944,kbaba01,100,47098,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.117,10/7/2024 19:52,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:36,10.70.19.117,F40228FB3375,TRUE,R52T50AD1YZ,F40228FB3375,21945,ka8ddf7,62,47363,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.115,10/7/2024 20:07,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.70.19.115,F40228DA0C88,FALSE,R52RC01PQ9E,,21946,,100,46694,52889,FALSE,FALSE
BFG8106POS Android 13.0 10.100.49.116,10/7/2024 19:49,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:37,10.100.49.116,F402286D37EA,TRUE,R52R80H7YMK,F402286D37EA,21947,kd11a9f,100,45316,52889,FALSE,FALSE
BFG8106POS Android 13.0 10.100.49.119,10/7/2024 19:52,1/1/0001 12:00:00 AM,9/7/2024 21:24,3/13/2024 11:46,10.100.49.119,F402286D1E3A,FALSE,R52R80G5HQE,F402286D1E3A,21948,kb8e5de,100,47063,52889,FALSE,FALSE
BFG8106POS Android 13.0 10.100.49.121,10/7/2024 19:48,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:35,10.100.49.121,F40228DA03ED,TRUE,R52RC05CWLL,F40228DA03ED,21949,k829a83,100,45527,52889,FALSE,FALSE
BFG8106POS Android 13.0 10.100.49.117,10/7/2024 20:20,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.100.49.117,F40228DA02D4,FALSE,R52RC05D2NK,,21951,,100,45707,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.112,10/7/2024 19:55,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/14/2024 22:20,10.70.19.112,F402286D1FA4,TRUE,R52R80H67PR,F402286D1FA4,21952,k32bf96,100,47177,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.110,10/7/2024 19:41,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:35,10.70.19.110,F40228834162,TRUE,R52R80G5NYP,F40228834162,21953,kc9149c,100,46860,52889,FALSE,FALSE
BFG8106POS Android 13.0 10.100.49.120,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:35,10.100.49.120,F40228D9A79E,TRUE,R52RC05D4WV,F40228D9A79E,21954,k179b23,100,45543,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.111,10/7/2024 19:39,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/14/2024 15:18,10.70.19.111,F40228DA02B5,TRUE,R52RC05CZXJ,F40228DA02B5,21955,k041de0,100,47150,52889,FALSE,FALSE
BFG8106POS Android 13.0 10.100.49.118,10/7/2024 20:16,1/1/0001 12:00:00 AM,10/7/2024 20:35,4/15/2024 20:27,10.100.49.118,F402288467A2,TRUE,R52R80G6FYM,F402288467A2,21957,k3d4a10,54,46829,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.121,10/7/2024 19:31,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 15:45,10.70.21.121,F4022883451B,TRUE,R52R80FBMRW,F4022883451B,21959,k90d8dd,100,47188,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.121,10/7/2024 20:12,1/1/0001 12:00:00 AM,9/26/2024 9:03,3/17/2024 21:49,10.101.81.121,F402288341A5,FALSE,R52R80G6AWR,F402288341A5,21960,k04d401,39,45835,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.120,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:35,10.101.81.120,F402288342C1,TRUE,R52R80FB89L,F402288342C1,21961,k4e3b98,100,47009,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.119,10/6/2024 15:30,1/1/0001 12:00:00 AM,10/6/2024 15:31,3/13/2024 11:57,10.101.81.119,F40228841993,FALSE,R52R80FA1XR,F40228841993,21963,ke407ba,1,47043,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.118,10/7/2024 20:22,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:36,10.101.81.118,F4022883D9CC,TRUE,R52R80G68EV,F4022883D9CC,21964,kfde241,100,45811,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.116,10/7/2024 20:00,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:36,10.70.21.116,F4022883432A,TRUE,R52R80G6C6D,F4022883432A,21965,kb5175c,100,46742,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.119,10/7/2024 20:19,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 20:51,10.70.21.119,F40228DA03A7,TRUE,R52RC05CZ3X,F40228DA03A7,21966,k8e3c22,100,46818,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.117,10/7/2024 20:16,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:35,10.101.81.117,F402286D364C,TRUE,R52R80HBNLN,F402286D364C,21967,k61c0fe,100,46793,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.120,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 12:00,10.70.21.120,F40228DA03E7,TRUE,R52RC05CXFR,F40228DA03E7,21968,k084c55,100,46993,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.114,10/6/2024 11:31,1/1/0001 12:00:00 AM,10/6/2024 11:33,3/13/2024 16:15,10.101.81.114,F40228815063,FALSE,R52R80FBQEP,F40228815063,21969,kf10aea,9,46789,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.116,10/7/2024 19:25,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 12:34,10.101.81.116,F402284C4987,TRUE,R52R80G513J,F402284C4987,21970,k5e5b31,63,47288,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.115,10/7/2024 20:00,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 12:01,10.101.81.115,F402288678C4,TRUE,R52R80HBLJF,F402288678C4,21971,k793e01,100,45793,52889,FALSE,FALSE
BFG7019POS Android 13.0 10.70.19.113,10/7/2024 20:04,1/1/0001 12:00:00 AM,9/21/2024 23:34,3/13/2024 11:35,10.70.19.113,F40228867570,FALSE,R52R80HBYHH,F40228867570,21972,k366685,86,47156,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.114,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 11:36,10.70.21.114,F40228846894,TRUE,R52R80FBC8K,F40228846894,21973,k0e571a,100,46707,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.112,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 14:59,10.70.21.112,F40228DA07C9,TRUE,R52RB0ASW3L,F40228DA07C9,21974,k817b16,100,45795,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.115,10/7/2024 19:39,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/15/2024 22:29,10.70.21.115,F402288344FA,TRUE,R52R80F9Y9M,F402288344FA,21975,ke122cf,53,45858,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.110,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:34,3/13/2024 12:13,10.70.21.110,F4022883DAD4,TRUE,R52R80FB8FK,F4022883DAD4,21976,k0f8b5a,100,45870,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.112,10/7/2024 19:48,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/29/2024 15:33,10.101.81.112,F402286D210A,TRUE,R52R80HBNRK,F402286D210A,21977,kff1853,100,46594,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.111,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:35,10.101.81.111,F40228FB50D5,TRUE,R52T50AEGZL,F40228FB50D5,21978,k898e40,76,46515,52889,FALSE,FALSE
BFG8107POS Android 13.0 10.101.81.110,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 13:43,10.101.81.110,F402288466BA,TRUE,R52R80H655P,F402288466BA,21979,k3dbd04,100,46481,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.113,10/7/2024 9:29,1/1/0001 12:00:00 AM,10/7/2024 9:34,3/13/2024 11:40,10.70.21.113,F40228867B90,FALSE,R52R80HC0VW,F40228867B90,21981,k01bc08,35,45569,52889,FALSE,FALSE
BFG0305POS Android 13.0 10.3.5.114,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 11:36,10.3.5.114,F402284C44A1,TRUE,R52R80DQFTT,F402284C44A1,21995,k8e0344,100,47095,52889,FALSE,FALSE
BFG0305POS Android 13.0 10.3.5.111,10/7/2024 20:00,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 12:00,10.3.5.111,F40228DA0BCE,TRUE,R52RC01PV1J,F40228DA0BCE,21996,kaa49e8,34,46972,52889,FALSE,FALSE
BFG0305POS Android 13.0 10.3.5.110,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:35,10.3.5.110,F4022886738B,TRUE,R52R80HBC9N,F4022886738B,21997,k13ef4b,100,47123,52889,FALSE,FALSE
BFG0305POS Android 13.0 10.3.5.115,10/7/2024 18:10,1/1/0001 12:00:00 AM,10/7/2024 19:00,3/13/2024 11:36,10.3.5.115,F4022883428A,FALSE,R52R80HC5SV,F4022883428A,21998,k83808e,5,47238,52889,FALSE,FALSE
BFG0305POS Android 13.0 10.3.5.113,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:36,3/13/2024 11:38,10.3.5.113,F40228DA0C45,TRUE,R52RC01Q1KE,F40228DA0C45,21999,k221c1d,100,46988,52889,FALSE,FALSE
BFG7021POS Android 13.0 10.70.21.117,10/7/2024 19:58,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:36,10.70.21.117,28C21F4AE0D8,TRUE,R52R20D74VL,28C21F4AE0D8,22000,ke5e704,100,45702,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.118,10/7/2024 19:50,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 12:00,10.70.23.118,F402288678F5,TRUE,R52R80HBBJM,F402288678F5,22008,k8a4e27,100,47101,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.117,10/7/2024 19:57,1/1/0001 12:00:00 AM,9/12/2024 10:48,3/13/2024 11:36,10.70.23.117,F40228867D60,FALSE,R52R80HB5CK,F40228867D60,22010,k6ffea7,100,45409,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.116,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 16:38,10.70.23.116,F40228867D77,TRUE,R52R80HBBAF,F40228867D77,22014,k3975d2,100,44988,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.119,10/7/2024 19:50,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:36,10.70.23.119,F40228814D54,TRUE,R52R80FBQ2T,F40228814D54,22015,ka00f4b,100,46959,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.111,10/7/2024 20:04,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/14/2024 16:08,10.70.23.111,F402286D1E41,TRUE,R52R80H6A5X,F402286D1E41,22019,k473358,100,45427,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.112,10/7/2024 19:41,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 17:13,10.70.23.112,F40228814C2E,TRUE,R52R80FBJSK,F40228814C2E,22020,k8705a6,100,45319,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.113,10/7/2024 19:41,1/1/0001 12:00:00 AM,9/20/2024 0:30,3/13/2024 16:39,10.70.23.113,F40228834319,FALSE,R52R80FBC1X,F40228834319,22021,kc45c15,100,45550,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.115,10/7/2024 19:27,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 11:36,10.70.23.115,F402284C1EFE,TRUE,R52R805P75A,F402284C1EFE,22022,kfb3ffc,100,47349,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.110,10/7/2024 20:14,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 15:37,10.70.23.110,F402286D1F93,TRUE,R52R80H91TN,F402286D1F93,22023,k478203,100,45582,52889,FALSE,FALSE
BFG7023POS Android 13.0 10.70.23.114,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:35,3/13/2024 15:03,10.70.23.114,F40228867CAB,TRUE,R52R80H5S5J,F40228867CAB,22024,kb76483,100,45559,52889,FALSE,FALSE
